Case ID;concept:name;Timestamp fixed;Resource
173745;O_SELECTED;2011-10-01T10:58:41+01:00;11111
173745;O_CREATED;2011-10-01T10:58:44+01:00;11111
173745;O_SENT;2011-10-01T10:58:44+01:00;11111
173745;O_CANCELLED;2011-10-08T07:45:57+01:00;11000
173748;O_SELECTED;2011-10-01T11:36:44+01:00;11119
173748;O_CREATED;2011-10-01T11:37:32+01:00;11119
173748;O_SENT;2011-10-01T11:37:32+01:00;11119
173748;O_CANCELLED;2011-10-01T11:42:16+01:00;11119
173748;O_SELECTED;2011-10-01T11:42:16+01:00;11119
173748;O_CREATED;2011-10-01T11:42:17+01:00;11119
173748;O_SENT;2011-10-01T11:42:17+01:00;11119
173748;O_DECLINED;2011-10-03T11:44:19+01:00;11001
173751;O_SELECTED;2011-10-01T11:49:59+01:00;11111
173751;O_CREATED;2011-10-01T11:50:00+01:00;11111
173751;O_SENT;2011-10-01T11:50:01+01:00;11111
173751;O_SENT_BACK;2011-10-07T07:40:18+01:00;10899
173751;O_ACCEPTED;2011-10-11T05:39:30+01:00;10138
173760;O_SELECTED;2011-10-01T11:01:43+01:00;11019
173760;O_CREATED;2011-10-01T11:01:44+01:00;11019
173760;O_SENT;2011-10-01T11:01:44+01:00;11019
173760;O_SENT_BACK;2011-10-11T06:01:37+01:00;11049
173760;O_ACCEPTED;2011-10-14T10:41:03+01:00;10972
173784;O_SELECTED;2011-10-04T12:37:27+01:00;11122
173784;O_CREATED;2011-10-04T12:37:28+01:00;11122
173784;O_SENT;2011-10-04T12:37:28+01:00;11122
173784;O_SENT_BACK;2011-10-17T07:29:14+01:00;11049
173784;O_ACCEPTED;2011-11-15T09:50:28+01:00;10609
173787;O_SELECTED;2011-10-03T04:31:07+01:00;11202
173787;O_CREATED;2011-10-03T04:31:08+01:00;11202
173787;O_SENT;2011-10-03T04:31:08+01:00;11202
173787;O_CANCELLED;2011-10-03T04:36:43+01:00;11202
173787;O_SELECTED;2011-10-03T04:36:43+01:00;11202
173787;O_CREATED;2011-10-03T04:36:44+01:00;11202
173787;O_SENT;2011-10-03T04:36:44+01:00;11202
173787;O_CANCELLED;2011-10-19T14:51:53+01:00;11119
173790;O_SELECTED;2011-10-03T04:26:10+01:00;11120
173790;O_CREATED;2011-10-03T04:26:11+01:00;11120
173790;O_SENT;2011-10-03T04:26:11+01:00;11120
173790;O_SENT_BACK;2011-10-07T07:37:07+01:00;10789
173790;O_ACCEPTED;2011-10-10T09:22:35+01:00;10609
173793;O_SELECTED;2011-10-03T09:53:19+01:00;11120
173793;O_CREATED;2011-10-03T09:53:20+01:00;11120
173793;O_SENT;2011-10-03T09:53:20+01:00;11120
173793;O_SENT_BACK;2011-10-14T05:08:48+01:00;11029
173793;O_ACCEPTED;2011-10-18T07:25:03+01:00;10609
173796;O_SELECTED;2011-10-03T06:15:53+01:00;11001
173796;O_CREATED;2011-10-03T06:16:42+01:00;11001
173796;O_SENT;2011-10-03T06:16:42+01:00;11001
173796;O_CANCELLED;2011-10-10T12:23:53+01:00;11201
173805;O_SELECTED;2011-10-03T04:53:24+01:00;11202
173805;O_CREATED;2011-10-03T04:53:25+01:00;11202
173805;O_SENT;2011-10-03T04:53:25+01:00;11202
173805;O_CANCELLED;2011-11-03T06:15:16+01:00;112
173811;O_SELECTED;2011-10-03T06:47:47+01:00;11180
173811;O_CREATED;2011-10-03T06:47:48+01:00;11180
173811;O_SENT;2011-10-03T06:47:48+01:00;11180
173811;O_CANCELLED;2011-11-03T06:15:25+01:00;112
173817;O_SELECTED;2011-10-03T04:52:38+01:00;11180
173817;O_CREATED;2011-10-03T04:52:39+01:00;11180
173817;O_SENT;2011-10-03T04:52:39+01:00;11180
173817;O_CANCELLED;2011-10-03T04:53:26+01:00;11180
173817;O_SELECTED;2011-10-03T04:53:26+01:00;11180
173817;O_CREATED;2011-10-03T04:53:27+01:00;11180
173817;O_SENT;2011-10-03T04:53:27+01:00;11180
173817;O_SENT_BACK;2011-10-07T08:23:32+01:00;10899
173817;O_DECLINED;2011-10-11T04:15:45+01:00;10609
173823;O_SELECTED;2011-10-03T04:57:31+01:00;11120
173823;O_CREATED;2011-10-03T04:57:33+01:00;11120
173823;O_SENT;2011-10-03T04:57:33+01:00;11120
173823;O_SENT_BACK;2011-10-10T09:01:44+01:00;10899
173823;O_DECLINED;2011-10-13T04:36:21+01:00;10138
173835;O_SELECTED;2011-10-03T05:35:59+01:00;11180
173835;O_CREATED;2011-10-03T05:36:00+01:00;11180
173835;O_SENT;2011-10-03T05:36:00+01:00;11180
173835;O_CANCELLED;2011-10-18T10:12:43+01:00;10861
173844;O_SELECTED;2011-10-03T08:19:45+01:00;11201
173844;O_CREATED;2011-10-03T08:19:47+01:00;11201
173844;O_SENT;2011-10-03T08:19:47+01:00;11201
173844;O_SENT_BACK;2011-10-10T05:17:48+01:00;11049
173844;O_ACCEPTED;2011-10-11T09:57:01+01:00;10629
173847;O_SELECTED;2011-10-03T05:22:05+01:00;11202
173847;O_CREATED;2011-10-03T05:22:06+01:00;11202
173847;O_SENT;2011-10-03T05:22:06+01:00;11202
173847;O_SENT_BACK;2011-10-10T08:52:46+01:00;10899
173847;O_DECLINED;2011-10-12T05:52:11+01:00;10138
173859;O_SELECTED;2011-10-03T07:37:05+01:00;11120
173859;O_CREATED;2011-10-03T07:37:07+01:00;11120
173859;O_SENT;2011-10-03T07:37:07+01:00;11120
173859;O_CANCELLED;2011-10-10T11:43:52+01:00;11120
173868;O_SELECTED;2011-10-03T05:21:41+01:00;11180
173868;O_CREATED;2011-10-03T05:21:42+01:00;11180
173868;O_SENT;2011-10-03T05:21:42+01:00;11180
173868;O_SENT_BACK;2011-10-20T05:11:49+01:00;11029
173868;O_DECLINED;2011-10-26T04:07:33+01:00;10609
173871;O_SELECTED;2011-10-04T14:40:46+01:00;10909
173871;O_CREATED;2011-10-04T14:40:47+01:00;10909
173871;O_SENT;2011-10-04T14:40:47+01:00;10909
173871;O_SENT_BACK;2011-10-11T05:01:11+01:00;11029
173871;O_DECLINED;2011-10-14T05:05:53+01:00;10138
173880;O_SELECTED;2011-10-03T09:00:45+01:00;11201
173880;O_CREATED;2011-10-03T09:00:46+01:00;11201
173880;O_SENT;2011-10-03T09:00:46+01:00;11201
173880;O_SENT_BACK;2011-10-24T07:28:26+01:00;11029
173880;O_CANCELLED;2011-10-28T12:27:23+01:00;11169
173880;O_SELECTED;2011-10-28T12:27:23+01:00;11169
173880;O_CREATED;2011-10-28T12:27:25+01:00;11169
173880;O_SENT;2011-10-28T12:27:25+01:00;11169
173880;O_SENT_BACK;2011-11-04T08:46:11+01:00;10789
173880;O_ACCEPTED;2011-11-04T10:09:38+01:00;10138
173898;O_SELECTED;2011-10-03T11:51:47+01:00;10889
173898;O_CREATED;2011-10-03T11:51:48+01:00;10889
173898;O_SENT;2011-10-03T11:51:48+01:00;10889
173898;O_CANCELLED;2011-10-13T15:00:46+01:00;11201
173913;O_SELECTED;2011-10-03T05:43:47+01:00;11202
173913;O_CREATED;2011-10-03T05:43:51+01:00;11202
173913;O_SENT;2011-10-03T05:43:51+01:00;11202
173913;O_SENT_BACK;2011-10-10T08:51:21+01:00;10899
173913;O_ACCEPTED;2011-10-12T11:00:58+01:00;10809
173928;O_SELECTED;2011-10-03T10:29:05+01:00;11180
173928;O_CREATED;2011-10-03T10:29:06+01:00;11180
173928;O_SENT;2011-10-03T10:29:06+01:00;11180
173928;O_CANCELLED;2011-10-03T10:30:07+01:00;11180
173928;O_SELECTED;2011-10-03T10:30:07+01:00;11180
173928;O_CREATED;2011-10-03T10:30:09+01:00;11180
173928;O_SENT;2011-10-03T10:30:09+01:00;11180
173928;O_SENT_BACK;2011-10-26T06:23:27+01:00;11029
173928;O_ACCEPTED;2011-11-29T06:27:25+01:00;10972
173940;O_SELECTED;2011-10-03T13:51:13+01:00;11119
173940;O_CREATED;2011-10-03T13:51:14+01:00;11119
173940;O_SENT;2011-10-03T13:51:14+01:00;11119
173940;O_SENT_BACK;2011-10-10T08:48:24+01:00;10899
173940;O_ACCEPTED;2011-10-14T03:30:21+01:00;10138
173943;O_SELECTED;2011-10-03T15:05:38+01:00;10982
173943;O_CREATED;2011-10-03T15:06:25+01:00;10982
173943;O_SENT;2011-10-03T15:06:25+01:00;10982
173943;O_CANCELLED;2011-11-03T06:15:32+01:00;112
173946;O_SELECTED;2011-10-03T05:53:05+01:00;11180
173946;O_CREATED;2011-10-03T05:53:06+01:00;11180
173946;O_SENT;2011-10-03T05:53:06+01:00;11180
173946;O_CANCELLED;2011-11-03T06:15:22+01:00;112
173949;O_SELECTED;2011-10-04T07:24:38+01:00;11169
173949;O_CREATED;2011-10-04T07:25:26+01:00;11169
173949;O_SENT;2011-10-04T07:25:26+01:00;11169
173949;O_CANCELLED;2011-10-24T05:08:04+01:00;11121
173949;O_SELECTED;2011-10-24T05:08:04+01:00;11121
173949;O_CREATED;2011-10-24T05:08:08+01:00;11121
173949;O_SENT;2011-10-24T05:08:08+01:00;11121
173949;O_SENT_BACK;2011-10-27T06:53:52+01:00;11049
173949;O_DECLINED;2011-10-31T11:33:55+01:00;10629
173955;O_SELECTED;2011-10-04T04:20:00+01:00;10971
173955;O_CREATED;2011-10-04T04:20:50+01:00;10971
173955;O_SENT;2011-10-04T04:20:50+01:00;10971
173955;O_SENT_BACK;2011-10-17T06:19:48+01:00;11029
173955;O_ACCEPTED;2011-11-29T12:05:21+01:00;10972
173979;O_SELECTED;2011-10-03T06:35:26+01:00;10913
173979;O_CREATED;2011-10-03T06:35:28+01:00;10913
173979;O_SENT;2011-10-03T06:35:28+01:00;10913
173979;O_SENT_BACK;2011-10-10T05:41:34+01:00;11049
173979;O_ACCEPTED;2011-10-11T09:01:47+01:00;10972
173982;O_SELECTED;2011-10-03T07:36:32+01:00;11180
173982;O_CREATED;2011-10-03T07:36:33+01:00;11180
173982;O_SENT;2011-10-03T07:36:33+01:00;11180
173982;O_CANCELLED;2011-10-10T12:27:02+01:00;11119
173985;O_SELECTED;2011-10-03T04:54:36+01:00;10971
173985;O_CREATED;2011-10-03T04:54:37+01:00;10971
173985;O_SENT;2011-10-03T04:54:37+01:00;10971
173985;O_SENT_BACK;2011-10-10T07:52:18+01:00;10899
173985;O_DECLINED;2011-10-13T05:26:07+01:00;10609
173988;O_SELECTED;2011-10-03T05:33:55+01:00;10971
173988;O_CREATED;2011-10-03T05:33:57+01:00;10971
173988;O_SENT;2011-10-03T05:33:57+01:00;10971
173988;O_CANCELLED;2011-10-10T11:32:17+01:00;11120
173997;O_SELECTED;2011-10-04T07:44:41+01:00;11200
173997;O_CREATED;2011-10-04T07:44:41+01:00;11200
173997;O_SENT;2011-10-04T07:44:42+01:00;11200
173997;O_CANCELLED;2011-10-19T06:30:56+01:00;11180
174000;O_SELECTED;2011-10-03T05:47:16+01:00;10971
174000;O_CREATED;2011-10-03T05:47:17+01:00;10971
174000;O_SENT;2011-10-03T05:47:17+01:00;10971
174000;O_CANCELLED;2011-11-03T06:15:19+01:00;112
174009;O_SELECTED;2011-10-03T10:31:53+01:00;11201
174009;O_CREATED;2011-10-03T10:31:55+01:00;11201
174009;O_SENT;2011-10-03T10:31:55+01:00;11201
174009;O_SENT_BACK;2011-10-10T08:25:01+01:00;10899
174009;O_DECLINED;2011-10-13T04:35:26+01:00;10609
174012;O_SELECTED;2011-10-03T09:29:07+01:00;11120
174012;O_CREATED;2011-10-03T09:29:08+01:00;11120
174012;O_SENT;2011-10-03T09:29:08+01:00;11120
174012;O_SELECTED;2011-10-03T09:31:08+01:00;11120
174012;O_CANCELLED;2011-10-03T09:31:08+01:00;11120
174012;O_CREATED;2011-10-03T09:31:10+01:00;11120
174012;O_SENT;2011-10-03T09:31:10+01:00;11120
174012;O_CANCELLED;2011-10-18T13:35:53+01:00;11181
174018;O_SELECTED;2011-10-03T09:24:15+01:00;11180
174018;O_CREATED;2011-10-03T09:25:04+01:00;11180
174018;O_SENT;2011-10-03T09:25:04+01:00;11180
174018;O_CANCELLED;2011-10-17T07:35:04+01:00;10912
174030;O_SELECTED;2011-10-06T15:13:47+01:00;11200
174030;O_CREATED;2011-10-06T15:13:48+01:00;11200
174030;O_SENT;2011-10-06T15:13:48+01:00;11200
174030;O_CANCELLED;2011-11-04T14:47:03+01:00;11201
174036;O_SELECTED;2011-10-03T12:43:36+01:00;11119
174036;O_CREATED;2011-10-03T12:43:38+01:00;11119
174036;O_SENT;2011-10-03T12:43:38+01:00;11119
174036;O_SENT_BACK;2011-10-13T06:34:19+01:00;11049
174036;O_SELECTED;2011-10-17T07:25:56+01:00;11009
174036;O_CANCELLED;2011-10-17T07:25:56+01:00;11009
174036;O_CREATED;2011-10-17T07:25:57+01:00;11009
174036;O_SENT;2011-10-17T07:25:57+01:00;11009
174036;O_ACCEPTED;2011-10-18T07:06:51+01:00;10809
174039;O_SELECTED;2011-10-10T07:12:06+01:00;11189
174039;O_CREATED;2011-10-10T07:12:07+01:00;11189
174039;O_SENT;2011-10-10T07:12:07+01:00;11189
174039;O_SENT_BACK;2011-10-21T05:33:53+01:00;11049
174039;O_ACCEPTED;2011-10-27T06:01:32+01:00;10972
174042;O_SELECTED;2011-10-03T07:27:15+01:00;11202
174042;O_CREATED;2011-10-03T07:27:16+01:00;11202
174042;O_SENT;2011-10-03T07:27:16+01:00;11202
174042;O_SENT_BACK;2011-10-06T04:54:35+01:00;11029
174042;O_ACCEPTED;2011-10-11T11:43:10+01:00;10609
174045;O_SELECTED;2011-10-03T07:18:43+01:00;10809
174045;O_CREATED;2011-10-03T07:19:31+01:00;10809
174045;O_SENT;2011-10-03T07:19:31+01:00;10809
174045;O_SENT_BACK;2011-10-03T07:24:38+01:00;10809
174045;O_ACCEPTED;2011-10-18T06:10:34+01:00;10809
174060;O_SELECTED;2011-10-03T09:28:02+01:00;11201
174060;O_CREATED;2011-10-03T09:28:04+01:00;11201
174060;O_SENT;2011-10-03T09:28:04+01:00;11201
174060;O_CANCELLED;2011-10-03T09:48:36+01:00;11202
174060;O_SELECTED;2011-10-03T09:48:36+01:00;11202
174060;O_CREATED;2011-10-03T09:48:37+01:00;11202
174060;O_SENT;2011-10-03T09:48:37+01:00;11202
174060;O_CANCELLED;2011-10-03T09:52:32+01:00;11202
174060;O_SELECTED;2011-10-03T09:52:32+01:00;11202
174060;O_CREATED;2011-10-03T09:52:33+01:00;11202
174060;O_SENT;2011-10-03T09:52:33+01:00;11202
174060;O_SELECTED;2011-10-27T16:09:04+01:00;11202
174060;O_CANCELLED;2011-10-27T16:09:04+01:00;11202
174060;O_CREATED;2011-10-27T16:09:06+01:00;11202
174060;O_SENT;2011-10-27T16:09:06+01:00;11202
174060;O_CANCELLED;2011-10-27T16:13:10+01:00;11202
174060;O_SELECTED;2011-10-27T16:13:10+01:00;11202
174060;O_CREATED;2011-10-27T16:13:11+01:00;11202
174060;O_SENT;2011-10-27T16:13:12+01:00;11202
174060;O_SELECTED;2011-11-19T09:29:09+01:00;10913
174060;O_CANCELLED;2011-11-19T09:29:09+01:00;10913
174060;O_CREATED;2011-11-19T09:29:11+01:00;10913
174060;O_SENT;2011-11-19T09:29:11+01:00;10913
174060;O_SENT_BACK;2011-11-30T11:12:04+01:00;10899
174060;O_ACCEPTED;2011-12-13T06:44:17+01:00;10609
174069;O_SELECTED;2011-10-03T12:22:31+01:00;10880
174069;O_CREATED;2011-10-03T12:22:33+01:00;10880
174069;O_SENT;2011-10-03T12:22:33+01:00;10880
174069;O_SELECTED;2011-10-03T12:26:15+01:00;10880
174069;O_CANCELLED;2011-10-03T12:26:15+01:00;10880
174069;O_CREATED;2011-10-03T12:26:16+01:00;10880
174069;O_SENT;2011-10-03T12:26:16+01:00;10880
174069;O_SENT_BACK;2011-10-10T08:06:19+01:00;10899
174069;O_DECLINED;2011-10-13T11:28:38+01:00;10809
174078;O_SELECTED;2011-10-03T11:10:35+01:00;11180
174078;O_CREATED;2011-10-03T11:10:36+01:00;11180
174078;O_SENT;2011-10-03T11:10:36+01:00;11180
174078;O_SENT_BACK;2011-10-13T04:16:41+01:00;11029
174078;O_ACCEPTED;2011-10-17T16:11:18+01:00;10972
174084;O_SELECTED;2011-10-03T09:31:15+01:00;10809
174084;O_CREATED;2011-10-03T09:31:17+01:00;10809
174084;O_SENT;2011-10-03T09:31:17+01:00;10809
174084;O_SENT_BACK;2011-10-03T09:34:06+01:00;10809
174084;O_ACCEPTED;2011-10-04T05:17:26+01:00;10809
174087;O_SELECTED;2011-10-03T08:53:29+01:00;10863
174087;O_CREATED;2011-10-03T08:53:31+01:00;10863
174087;O_SENT;2011-10-03T08:53:31+01:00;10863
174087;O_SENT_BACK;2011-10-11T04:58:53+01:00;11029
174087;O_ACCEPTED;2011-10-11T06:49:13+01:00;10138
174093;O_SELECTED;2011-10-03T10:57:34+01:00;11180
174093;O_CREATED;2011-10-03T10:57:34+01:00;11180
174093;O_SENT;2011-10-03T10:57:35+01:00;11180
174093;O_CANCELLED;2011-11-03T06:15:29+01:00;112
174096;O_SELECTED;2011-10-03T11:23:12+01:00;11120
174096;O_CREATED;2011-10-03T11:23:14+01:00;11120
174096;O_SENT;2011-10-03T11:23:14+01:00;11120
174096;O_CANCELLED;2011-10-04T07:28:48+01:00;10982
174096;O_SELECTED;2011-10-04T07:28:48+01:00;10982
174096;O_CREATED;2011-10-04T07:28:49+01:00;10982
174096;O_SENT;2011-10-04T07:28:49+01:00;10982
174096;O_SENT_BACK;2011-10-11T06:03:12+01:00;11049
174096;O_SELECTED;2011-10-17T13:02:07+01:00;11009
174096;O_CANCELLED;2011-10-17T13:02:07+01:00;11009
174096;O_CREATED;2011-10-17T13:02:08+01:00;11009
174096;O_SENT;2011-10-17T13:02:08+01:00;11009
174096;O_SENT_BACK;2011-10-21T05:53:53+01:00;11049
174096;O_ACCEPTED;2011-10-21T06:36:28+01:00;10809
174099;O_SELECTED;2011-10-04T09:05:09+01:00;11169
174099;O_CREATED;2011-10-04T09:05:57+01:00;11169
174099;O_SENT;2011-10-04T09:05:57+01:00;11169
174099;O_CANCELLED;2011-10-06T14:56:11+01:00;10909
174099;O_SELECTED;2011-10-06T14:56:11+01:00;10909
174099;O_CREATED;2011-10-06T14:56:15+01:00;10909
174099;O_SENT;2011-10-06T14:56:15+01:00;10909
174099;O_SENT_BACK;2011-10-20T05:24:54+01:00;11029
174099;O_ACCEPTED;2011-10-26T08:55:15+01:00;10138
174105;O_SELECTED;2011-10-03T09:38:13+01:00;10629
174105;O_CREATED;2011-10-03T09:38:14+01:00;10629
174105;O_SENT;2011-10-03T09:38:14+01:00;10629
174105;O_SENT_BACK;2011-10-03T09:39:18+01:00;10629
174105;O_ACCEPTED;2011-10-03T09:46:47+01:00;10629
174132;O_SELECTED;2011-10-03T13:28:13+01:00;10880
174132;O_CREATED;2011-10-03T13:29:02+01:00;10880
174132;O_SENT;2011-10-03T13:29:02+01:00;10880
174132;O_SENT_BACK;2011-10-11T06:12:13+01:00;11049
174132;O_CANCELLED;2011-10-13T10:53:32+01:00;10609
174132;O_SELECTED;2011-10-13T10:53:32+01:00;10609
174132;O_CREATED;2011-10-13T10:53:33+01:00;10609
174132;O_SENT;2011-10-13T10:53:33+01:00;10609
174132;O_CANCELLED;2011-10-13T15:50:00+01:00;10939
174132;O_SELECTED;2011-10-13T15:50:00+01:00;10939
174132;O_CREATED;2011-10-13T15:50:01+01:00;10939
174132;O_SENT;2011-10-13T15:50:01+01:00;10939
174132;O_SENT_BACK;2011-10-26T06:07:51+01:00;11029
174132;O_CANCELLED;2011-10-31T16:20:37+01:00;10889
174132;O_SELECTED;2011-10-31T16:20:37+01:00;10889
174132;O_CREATED;2011-10-31T16:20:38+01:00;10889
174132;O_SENT;2011-10-31T16:20:38+01:00;10889
174132;O_SENT_BACK;2011-11-07T09:05:03+01:00;10899
174132;O_ACCEPTED;2011-11-07T11:21:46+01:00;10609
174141;O_SELECTED;2011-10-03T12:06:35+01:00;10971
174141;O_CREATED;2011-10-03T12:06:36+01:00;10971
174141;O_SENT;2011-10-03T12:06:36+01:00;10971
174141;O_CANCELLED;2011-10-06T05:30:24+01:00;11169
174141;O_SELECTED;2011-10-06T05:30:24+01:00;11169
174141;O_CREATED;2011-10-06T05:30:26+01:00;11169
174141;O_SENT;2011-10-06T05:30:26+01:00;11169
174141;O_SENT_BACK;2011-10-11T05:22:58+01:00;11029
174141;O_ACCEPTED;2011-10-14T12:08:25+01:00;10629
174144;O_SELECTED;2011-10-04T09:05:27+01:00;11179
174144;O_CREATED;2011-10-04T09:05:57+01:00;11179
174144;O_SENT;2011-10-04T09:05:57+01:00;11179
174144;O_SENT_BACK;2011-10-11T05:09:36+01:00;11029
174144;O_ACCEPTED;2011-10-14T13:40:13+01:00;10629
174153;O_SELECTED;2011-10-04T12:50:51+01:00;10982
174153;O_CREATED;2011-10-04T12:50:52+01:00;10982
174153;O_SENT;2011-10-04T12:50:52+01:00;10982
174153;O_SENT_BACK;2011-10-12T04:22:28+01:00;11029
174153;O_DECLINED;2011-10-17T10:22:58+01:00;10629
174159;O_SELECTED;2011-10-05T05:44:32+01:00;11180
174159;O_CREATED;2011-10-05T05:44:33+01:00;11180
174159;O_SENT;2011-10-05T05:44:33+01:00;11180
174159;O_SELECTED;2011-10-05T05:45:32+01:00;11180
174159;O_CANCELLED;2011-10-05T05:45:32+01:00;11180
174159;O_CREATED;2011-10-05T05:45:33+01:00;11180
174159;O_SENT;2011-10-05T05:45:33+01:00;11180
174159;O_CANCELLED;2011-11-04T06:06:42+01:00;11049
174168;O_SELECTED;2011-10-03T14:29:19+01:00;11119
174168;O_CREATED;2011-10-03T14:29:21+01:00;11119
174168;O_SENT;2011-10-03T14:29:21+01:00;11119
174168;O_SENT_BACK;2011-10-10T08:18:06+01:00;10899
174168;O_CANCELLED;2011-10-13T13:21:09+01:00;10939
174180;O_SELECTED;2011-10-03T15:27:25+01:00;11119
174180;O_CREATED;2011-10-03T15:27:26+01:00;11119
174180;O_SENT;2011-10-03T15:27:26+01:00;11119
174180;O_CANCELLED;2011-10-03T15:31:54+01:00;11119
174180;O_SELECTED;2011-10-03T15:31:54+01:00;11119
174180;O_CREATED;2011-10-03T15:31:55+01:00;11119
174180;O_SENT;2011-10-03T15:31:56+01:00;11119
174180;O_CANCELLED;2011-10-14T05:03:43+01:00;11201
174216;O_SELECTED;2011-10-03T15:21:04+01:00;10880
174216;O_CREATED;2011-10-03T15:21:05+01:00;10880
174216;O_SENT;2011-10-03T15:21:05+01:00;10880
174216;O_SELECTED;2011-10-10T07:33:40+01:00;11009
174216;O_CANCELLED;2011-10-10T07:33:40+01:00;11009
174216;O_CREATED;2011-10-10T07:33:41+01:00;11009
174216;O_SENT;2011-10-10T07:33:41+01:00;11009
174216;O_SENT_BACK;2011-10-19T05:53:07+01:00;11029
174216;O_ACCEPTED;2011-10-26T05:46:23+01:00;10609
174231;O_SELECTED;2011-10-04T11:51:33+01:00;11179
174231;O_CREATED;2011-10-04T11:51:35+01:00;11179
174231;O_SENT;2011-10-04T11:51:35+01:00;11179
174231;O_CANCELLED;2011-10-11T15:43:59+01:00;11119
174237;O_SELECTED;2011-10-04T04:44:06+01:00;11200
174237;O_CREATED;2011-10-04T04:44:07+01:00;11200
174237;O_SENT;2011-10-04T04:44:07+01:00;11200
174237;O_SENT_BACK;2011-10-31T09:48:09+01:00;11049
