Case ID;concept:name;Timestamp normalized;Resource
173727;A_SUBMITTED;2011-10-01T07:08:00+01:00;112
173727;A_PARTLYSUBMITTED;2011-10-01T07:08:00+01:00;112
173727;A_DECLINED;2011-10-01T07:09:00+01:00;112
173730;A_SUBMITTED;2011-10-01T07:36:00+01:00;112
173730;A_PARTLYSUBMITTED;2011-10-01T07:36:00+01:00;112
173730;A_PREACCEPTED;2011-10-01T07:36:00+01:00;112
173730;A_ACCEPTED;2011-10-01T10:36:00+01:00;11203
173730;A_FINALIZED;2011-10-01T10:40:00+01:00;11203
173730;A_ACTIVATED;2011-10-21T05:08:00+01:00;10972
173730;A_REGISTERED;2011-10-21T05:08:00+01:00;10972
173730;A_APPROVED;2011-10-21T05:08:00+01:00;10972
173733;A_SUBMITTED;2011-10-01T07:39:34+01:00;112
173733;A_PARTLYSUBMITTED;2011-10-01T07:39:00+01:00;112
173733;A_DECLINED;2011-10-01T09:54:53+01:00;10939
173736;A_SUBMITTED;2011-10-01T08:01:00+01:00;112
173736;A_PARTLYSUBMITTED;2011-10-01T08:01:59+01:00;112
173736;A_PREACCEPTED;2011-10-01T08:02:00+01:00;112
173736;A_ACCEPTED;2011-10-01T11:00:00+01:00;11203
173736;A_FINALIZED;2011-10-01T11:05:00+01:00;11203
173736;A_APPROVED;2011-10-18T08:01:00+01:00;10809
173736;A_REGISTERED;2011-10-18T08:01:00+01:00;10809
173736;A_ACTIVATED;2011-10-18T08:01:00+01:00;10809
173739;A_SUBMITTED;2011-10-01T08:12:00+01:00;112
173739;A_PARTLYSUBMITTED;2011-10-01T08:12:00+01:00;112
173739;A_PREACCEPTED;2011-10-01T08:13:00+01:00;112
173739;A_ACCEPTED;2011-10-01T10:54:00+01:00;11000
173739;A_FINALIZED;2011-10-01T10:56:00+01:00;11000
173739;A_REGISTERED;2011-10-14T11:22:00+01:00;10629
173739;A_APPROVED;2011-10-14T11:22:00+01:00;10629
173739;A_ACTIVATED;2011-10-14T11:22:00+01:00;10629
173742;A_SUBMITTED;2011-10-01T08:44:00+01:00;112
173742;A_PARTLYSUBMITTED;2011-10-01T08:44:00+01:00;112
173742;A_PREACCEPTED;2011-10-01T09:56:00+01:00;10939
173742;A_DECLINED;2011-10-14T10:52:00+01:00;11120
173745;A_SUBMITTED;2011-10-01T09:08:00+01:00;112
173745;A_PARTLYSUBMITTED;2011-10-01T09:08:00+01:00;112
173745;A_PREACCEPTED;2011-10-01T10:21:00+01:00;10939
173745;A_ACCEPTED;2011-10-01T10:55:00+01:00;11111
173745;A_FINALIZED;2011-10-01T10:58:00+01:00;11111
173745;A_CANCELLED;2011-10-08T07:45:00+01:00;11000
173748;A_SUBMITTED;2011-10-01T09:09:16+01:00;112
173748;A_PARTLYSUBMITTED;2011-10-01T09:09:00+01:00;112
173748;A_PREACCEPTED;2011-10-01T10:24:00+01:00;10939
173748;A_ACCEPTED;2011-10-01T11:33:00+01:00;11119
173748;A_FINALIZED;2011-10-01T11:36:00+01:00;11119
173748;A_DECLINED;2011-10-03T11:44:00+01:00;11001
173751;A_SUBMITTED;2011-10-01T09:14:00+01:00;112
173751;A_PARTLYSUBMITTED;2011-10-01T09:14:00+01:00;112
173751;A_PREACCEPTED;2011-10-01T09:15:00+01:00;112
173751;A_ACCEPTED;2011-10-01T11:43:00+01:00;11111
173751;A_FINALIZED;2011-10-01T11:49:00+01:00;11111
173751;A_REGISTERED;2011-10-11T05:39:00+01:00;10138
173751;A_ACTIVATED;2011-10-11T05:39:00+01:00;10138
173751;A_APPROVED;2011-10-11T05:39:00+01:00;10138
173754;A_SUBMITTED;2011-10-01T09:50:00+01:00;112
173754;A_PARTLYSUBMITTED;2011-10-01T09:50:11+01:00;112
173754;A_PREACCEPTED;2011-10-01T09:50:00+01:00;112
173754;A_DECLINED;2011-10-14T09:28:00+01:00;10809
173757;A_SUBMITTED;2011-10-01T10:02:00+01:00;112
173757;A_PARTLYSUBMITTED;2011-10-01T10:02:00+01:00;112
173757;A_DECLINED;2011-10-01T10:03:00+01:00;112
173760;A_SUBMITTED;2011-10-01T10:15:00+01:00;112
173760;A_PARTLYSUBMITTED;2011-10-01T10:15:00+01:00;112
173760;A_PREACCEPTED;2011-10-01T10:15:57+01:00;112
173760;A_ACCEPTED;2011-10-01T10:56:00+01:00;11019
173760;A_FINALIZED;2011-10-01T11:01:00+01:00;11019
173760;A_APPROVED;2011-10-14T10:41:00+01:00;10972
173760;A_ACTIVATED;2011-10-14T10:41:00+01:00;10972
173760;A_REGISTERED;2011-10-14T10:41:00+01:00;10972
173763;A_SUBMITTED;2011-10-01T11:09:00+01:00;112
173763;A_PARTLYSUBMITTED;2011-10-01T11:09:00+01:00;112
173763;A_DECLINED;2011-10-01T11:38:00+01:00;10939
173766;A_SUBMITTED;2011-10-01T11:12:00+01:00;112
173766;A_PARTLYSUBMITTED;2011-10-01T11:12:00+01:00;112
173766;A_PREACCEPTED;2011-10-01T11:12:45+01:00;112
173766;A_CANCELLED;2011-10-06T15:52:00+01:00;11180
173769;A_SUBMITTED;2011-10-01T11:34:00+01:00;112
173769;A_PARTLYSUBMITTED;2011-10-01T11:34:00+01:00;112
173769;A_DECLINED;2011-10-01T11:35:00+01:00;112
173772;A_SUBMITTED;2011-10-01T11:39:00+01:00;112
173772;A_PARTLYSUBMITTED;2011-10-01T11:39:00+01:00;112
173772;A_DECLINED;2011-10-01T11:40:31+01:00;112
173775;A_SUBMITTED;2011-10-01T11:59:00+01:00;112
173775;A_PARTLYSUBMITTED;2011-10-01T11:59:00+01:00;112
173775;A_PREACCEPTED;2011-10-01T11:59:00+01:00;112
173775;A_DECLINED;2011-10-03T05:38:00+01:00;10913
173778;A_SUBMITTED;2011-10-01T12:49:00+01:00;112
173778;A_PARTLYSUBMITTED;2011-10-01T12:49:00+01:00;112
173778;A_DECLINED;2011-10-03T04:04:00+01:00;10971
173781;A_SUBMITTED;2011-10-01T13:10:00+01:00;112
173781;A_PARTLYSUBMITTED;2011-10-01T13:10:00+01:00;112
173781;A_PREACCEPTED;2011-10-01T13:11:00+01:00;112
173781;A_DECLINED;2011-10-03T04:24:00+01:00;11180
173784;A_SUBMITTED;2011-10-01T14:05:00+01:00;112
173784;A_PARTLYSUBMITTED;2011-10-01T14:05:57+01:00;112
173784;A_PREACCEPTED;2011-10-01T14:06:00+01:00;112
173784;A_ACCEPTED;2011-10-04T12:35:00+01:00;11122
173784;A_FINALIZED;2011-10-04T12:37:00+01:00;11122
173784;A_APPROVED;2011-11-15T09:50:00+01:00;10609
173784;A_ACTIVATED;2011-11-15T09:50:00+01:00;10609
173784;A_REGISTERED;2011-11-15T09:50:00+01:00;10609
173787;A_SUBMITTED;2011-10-01T14:06:00+01:00;112
173787;A_PARTLYSUBMITTED;2011-10-01T14:06:00+01:00;112
173787;A_PREACCEPTED;2011-10-01T14:06:00+01:00;112
173787;A_ACCEPTED;2011-10-03T04:27:00+01:00;11202
173787;A_FINALIZED;2011-10-03T04:31:00+01:00;11202
173787;A_CANCELLED;2011-10-19T14:51:00+01:00;11119
173790;A_SUBMITTED;2011-10-01T14:14:00+01:00;112
173790;A_PARTLYSUBMITTED;2011-10-01T14:14:00+01:00;112
173790;A_PREACCEPTED;2011-10-01T14:14:00+01:00;112
173790;A_ACCEPTED;2011-10-03T04:25:00+01:00;11120
173790;A_FINALIZED;2011-10-03T04:26:00+01:00;11120
173790;A_APPROVED;2011-10-10T09:22:00+01:00;10609
173790;A_ACTIVATED;2011-10-10T09:22:00+01:00;10609
173790;A_REGISTERED;2011-10-10T09:22:00+01:00;10609
173793;A_SUBMITTED;2011-10-01T14:32:00+01:00;112
173793;A_PARTLYSUBMITTED;2011-10-01T14:32:00+01:00;112
173793;A_PREACCEPTED;2011-10-01T14:33:00+01:00;112
173793;A_ACCEPTED;2011-10-03T09:50:00+01:00;11120
173793;A_FINALIZED;2011-10-03T09:53:00+01:00;11120
173793;A_REGISTERED;2011-10-18T07:25:00+01:00;10609
173793;A_ACTIVATED;2011-10-18T07:25:00+01:00;10609
173793;A_APPROVED;2011-10-18T07:25:00+01:00;10609
173796;A_SUBMITTED;2011-10-01T15:19:00+01:00;112
173796;A_PARTLYSUBMITTED;2011-10-01T15:19:00+01:00;112
173796;A_PREACCEPTED;2011-10-01T15:19:00+01:00;112
173796;A_ACCEPTED;2011-10-03T06:07:00+01:00;11001
173796;A_FINALIZED;2011-10-03T06:15:00+01:00;11001
173796;A_CANCELLED;2011-10-10T12:23:00+01:00;11201
173799;A_SUBMITTED;2011-10-01T15:27:00+01:00;112
173799;A_PARTLYSUBMITTED;2011-10-01T15:27:00+01:00;112
173799;A_PREACCEPTED;2011-10-01T15:28:00+01:00;112
173799;A_DECLINED;2011-10-04T13:30:00+01:00;11121
173802;A_SUBMITTED;2011-10-01T15:35:21+01:00;112
173802;A_PARTLYSUBMITTED;2011-10-01T15:35:00+01:00;112
173802;A_DECLINED;2011-10-03T04:07:00+01:00;10971
173805;A_SUBMITTED;2011-10-01T16:07:00+01:00;112
173805;A_PARTLYSUBMITTED;2011-10-01T16:07:00+01:00;112
173805;A_PREACCEPTED;2011-10-01T16:08:00+01:00;112
173805;A_ACCEPTED;2011-10-03T04:50:00+01:00;11202
173805;A_FINALIZED;2011-10-03T04:53:00+01:00;11202
173805;A_CANCELLED;2011-11-03T06:15:00+01:00;112
173808;A_SUBMITTED;2011-10-01T16:24:00+01:00;112
173808;A_PARTLYSUBMITTED;2011-10-01T16:24:59+01:00;112
173808;A_DECLINED;2011-10-01T16:25:00+01:00;112
173811;A_SUBMITTED;2011-10-01T17:59:00+01:00;112
173811;A_PARTLYSUBMITTED;2011-10-01T17:59:00+01:00;112
173811;A_PREACCEPTED;2011-10-03T04:09:14+01:00;10971
173811;A_ACCEPTED;2011-10-03T06:45:00+01:00;11180
173811;A_FINALIZED;2011-10-03T06:47:00+01:00;11180
173811;A_CANCELLED;2011-11-03T06:15:00+01:00;112
173814;A_SUBMITTED;2011-10-01T18:01:00+01:00;112
173814;A_PARTLYSUBMITTED;2011-10-01T18:01:00+01:00;112
173814;A_PREACCEPTED;2011-10-03T04:10:00+01:00;10971
173814;A_DECLINED;2011-10-03T06:15:00+01:00;11120
173817;A_SUBMITTED;2011-10-01T19:57:00+01:00;112
173817;A_PARTLYSUBMITTED;2011-10-01T19:57:00+01:00;112
173817;A_PREACCEPTED;2011-10-01T19:58:00+01:00;112
173817;A_ACCEPTED;2011-10-03T04:44:00+01:00;11180
173817;A_FINALIZED;2011-10-03T04:52:00+01:00;11180
173817;A_DECLINED;2011-10-11T04:15:00+01:00;10609
173820;A_SUBMITTED;2011-10-01T20:39:00+01:00;112
173820;A_PARTLYSUBMITTED;2011-10-01T20:39:00+01:00;112
173820;A_DECLINED;2011-10-01T20:39:00+01:00;112
173823;A_SUBMITTED;2011-10-02T04:23:00+01:00;112
173823;A_PARTLYSUBMITTED;2011-10-02T04:23:00+01:00;112
173823;A_PREACCEPTED;2011-10-02T04:24:00+01:00;112
173823;A_ACCEPTED;2011-10-03T04:52:00+01:00;11120
173823;A_FINALIZED;2011-10-03T04:57:00+01:00;11120
173823;A_DECLINED;2011-10-13T04:36:00+01:00;10138
173826;A_SUBMITTED;2011-10-02T04:39:00+01:00;112
173826;A_PARTLYSUBMITTED;2011-10-02T04:39:00+01:00;112
173826;A_PREACCEPTED;2011-10-03T04:44:00+01:00;11001
173826;A_DECLINED;2011-10-03T09:39:00+01:00;10889
173829;A_SUBMITTED;2011-10-02T04:54:34+01:00;112
173829;A_PARTLYSUBMITTED;2011-10-02T04:54:00+01:00;112
173829;A_PREACCEPTED;2011-10-03T04:37:00+01:00;10889
173829;A_DECLINED;2011-10-03T04:38:00+01:00;10889
173832;A_SUBMITTED;2011-10-02T04:54:00+01:00;112
173832;A_PARTLYSUBMITTED;2011-10-02T04:54:40+01:00;112
173832;A_DECLINED;2011-10-02T04:55:00+01:00;112
173835;A_SUBMITTED;2011-10-02T05:20:00+01:00;112
173835;A_PARTLYSUBMITTED;2011-10-02T05:20:00+01:00;112
173835;A_PREACCEPTED;2011-10-02T05:21:00+01:00;112
173835;A_ACCEPTED;2011-10-03T05:29:10+01:00;11180
173835;A_FINALIZED;2011-10-03T05:35:00+01:00;11180
173835;A_CANCELLED;2011-10-18T10:12:00+01:00;10861
173838;A_SUBMITTED;2011-10-02T05:52:00+01:00;112
173838;A_PARTLYSUBMITTED;2011-10-02T05:52:00+01:00;112
173838;A_DECLINED;2011-10-02T05:53:00+01:00;112
173841;A_SUBMITTED;2011-10-02T05:57:00+01:00;112
173841;A_PARTLYSUBMITTED;2011-10-02T05:57:00+01:00;112
173841;A_PREACCEPTED;2011-10-02T05:57:00+01:00;112
173841;A_CANCELLED;2011-10-04T08:59:00+01:00;11001
173844;A_SUBMITTED;2011-10-02T06:03:00+01:00;112
173844;A_PARTLYSUBMITTED;2011-10-02T06:03:00+01:00;112
173844;A_PREACCEPTED;2011-10-02T06:04:00+01:00;112
173844;A_ACCEPTED;2011-10-03T08:15:00+01:00;11201
173844;A_FINALIZED;2011-10-03T08:19:00+01:00;11201
173844;A_APPROVED;2011-10-11T09:57:00+01:00;10629
173844;A_REGISTERED;2011-10-11T09:57:00+01:00;10629
173844;A_ACTIVATED;2011-10-11T09:57:00+01:00;10629
173847;A_SUBMITTED;2011-10-02T06:26:00+01:00;112
173847;A_PARTLYSUBMITTED;2011-10-02T06:26:00+01:00;112
173847;A_PREACCEPTED;2011-10-02T06:27:00+01:00;112
173847;A_ACCEPTED;2011-10-03T05:19:00+01:00;11202
173847;A_FINALIZED;2011-10-03T05:22:00+01:00;11202
173847;A_DECLINED;2011-10-12T05:52:11+01:00;10138
173850;A_SUBMITTED;2011-10-02T06:30:00+01:00;112
173850;A_PARTLYSUBMITTED;2011-10-02T06:30:00+01:00;112
173850;A_DECLINED;2011-10-02T06:31:03+01:00;112
173853;A_SUBMITTED;2011-10-02T06:33:00+01:00;112
173853;A_PARTLYSUBMITTED;2011-10-02T06:33:00+01:00;112
173853;A_DECLINED;2011-10-02T06:33:00+01:00;112
173856;A_SUBMITTED;2011-10-02T06:45:00+01:00;112
173856;A_PARTLYSUBMITTED;2011-10-02T06:45:00+01:00;112
173856;A_DECLINED;2011-10-03T04:26:00+01:00;11001
173859;A_SUBMITTED;2011-10-02T06:47:00+01:00;112
173859;A_PARTLYSUBMITTED;2011-10-02T06:47:00+01:00;112
173859;A_PREACCEPTED;2011-10-03T04:28:00+01:00;11001
173859;A_ACCEPTED;2011-10-03T07:32:00+01:00;11120
173859;A_FINALIZED;2011-10-03T07:37:00+01:00;11120
173859;A_CANCELLED;2011-10-10T11:43:00+01:00;11120
173862;A_SUBMITTED;2011-10-02T07:04:00+01:00;112
173862;A_PARTLYSUBMITTED;2011-10-02T07:04:00+01:00;112
173862;A_DECLINED;2011-10-03T04:30:00+01:00;11001
173865;A_SUBMITTED;2011-10-02T07:17:00+01:00;112
173865;A_PARTLYSUBMITTED;2011-10-02T07:17:00+01:00;112
173865;A_DECLINED;2011-10-02T07:17:00+01:00;112
173868;A_SUBMITTED;2011-10-02T07:24:00+01:00;112
173868;A_PARTLYSUBMITTED;2011-10-02T07:24:00+01:00;112
173868;A_PREACCEPTED;2011-10-02T07:25:00+01:00;112
173868;A_ACCEPTED;2011-10-03T05:18:00+01:00;11180
173868;A_FINALIZED;2011-10-03T05:21:00+01:00;11180
173868;A_DECLINED;2011-10-26T04:07:00+01:00;10609
173871;A_SUBMITTED;2011-10-02T08:05:00+01:00;112
173871;A_PARTLYSUBMITTED;2011-10-02T08:05:36+01:00;112
173871;A_PREACCEPTED;2011-10-02T08:06:18+01:00;112
173871;A_ACCEPTED;2011-10-04T14:39:00+01:00;10909
173871;A_FINALIZED;2011-10-04T14:40:00+01:00;10909
173871;A_DECLINED;2011-10-14T05:05:00+01:00;10138
173874;A_SUBMITTED;2011-10-02T08:10:00+01:00;112
173874;A_PARTLYSUBMITTED;2011-10-02T08:10:00+01:00;112
173874;A_DECLINED;2011-10-02T08:10:00+01:00;112
173877;A_SUBMITTED;2011-10-02T08:21:00+01:00;112
173877;A_PARTLYSUBMITTED;2011-10-02T08:21:00+01:00;112
173877;A_DECLINED;2011-10-02T08:22:00+01:00;112
173880;A_SUBMITTED;2011-10-02T08:24:00+01:00;112
173880;A_PARTLYSUBMITTED;2011-10-02T08:24:00+01:00;112
173880;A_PREACCEPTED;2011-10-03T04:31:00+01:00;11001
173880;A_ACCEPTED;2011-10-03T08:58:00+01:00;11201
173880;A_FINALIZED;2011-10-03T09:00:00+01:00;11201
173880;A_APPROVED;2011-11-04T10:09:00+01:00;10138
173880;A_REGISTERED;2011-11-04T10:09:00+01:00;10138
173880;A_ACTIVATED;2011-11-04T10:09:00+01:00;10138
173883;A_SUBMITTED;2011-10-02T08:46:00+01:00;112
173883;A_PARTLYSUBMITTED;2011-10-02T08:46:36+01:00;112
173883;A_DECLINED;2011-10-02T08:46:38+01:00;112
173886;A_SUBMITTED;2011-10-02T08:52:00+01:00;112
173886;A_PARTLYSUBMITTED;2011-10-02T08:52:00+01:00;112
173886;A_DECLINED;2011-10-02T08:53:00+01:00;112
173889;A_SUBMITTED;2011-10-02T09:42:12+01:00;112
173889;A_PARTLYSUBMITTED;2011-10-02T09:42:14+01:00;112
173889;A_DECLINED;2011-10-03T04:36:00+01:00;11001
173892;A_SUBMITTED;2011-10-02T09:53:00+01:00;112
173892;A_PARTLYSUBMITTED;2011-10-02T09:53:00+01:00;112
173892;A_DECLINED;2011-10-02T09:54:00+01:00;112
173895;A_SUBMITTED;2011-10-02T11:03:10+01:00;112
173895;A_PARTLYSUBMITTED;2011-10-02T11:03:00+01:00;112
173895;A_DECLINED;2011-10-02T11:03:00+01:00;112
173898;A_SUBMITTED;2011-10-02T11:05:00+01:00;112
173898;A_PARTLYSUBMITTED;2011-10-02T11:05:40+01:00;112
173898;A_PREACCEPTED;2011-10-03T04:37:00+01:00;10889
173898;A_ACCEPTED;2011-10-03T11:50:00+01:00;10889
173898;A_FINALIZED;2011-10-03T11:51:00+01:00;10889
173898;A_CANCELLED;2011-10-13T15:00:00+01:00;11201
173901;A_SUBMITTED;2011-10-02T11:12:00+01:00;112
173901;A_PARTLYSUBMITTED;2011-10-02T11:12:00+01:00;112
173901;A_DECLINED;2011-10-03T04:33:00+01:00;10889
173904;A_SUBMITTED;2011-10-02T11:52:00+01:00;112
173904;A_PARTLYSUBMITTED;2011-10-02T11:52:00+01:00;112
173904;A_DECLINED;2011-10-03T04:35:00+01:00;10889
173907;A_SUBMITTED;2011-10-02T11:53:33+01:00;112
173907;A_PARTLYSUBMITTED;2011-10-02T11:53:00+01:00;112
173907;A_DECLINED;2011-10-02T11:54:00+01:00;112
173910;A_SUBMITTED;2011-10-02T12:17:00+01:00;112
173910;A_PARTLYSUBMITTED;2011-10-02T12:17:00+01:00;112
173910;A_DECLINED;2011-10-02T12:18:00+01:00;112
173913;A_SUBMITTED;2011-10-02T12:18:05+01:00;112
173913;A_PARTLYSUBMITTED;2011-10-02T12:18:00+01:00;112
173913;A_PREACCEPTED;2011-10-02T12:18:41+01:00;112
173913;A_ACCEPTED;2011-10-03T05:33:00+01:00;11202
173913;A_FINALIZED;2011-10-03T05:43:00+01:00;11202
173913;A_ACTIVATED;2011-10-12T11:00:00+01:00;10809
173913;A_APPROVED;2011-10-12T11:00:00+01:00;10809
173913;A_REGISTERED;2011-10-12T11:00:00+01:00;10809
173916;A_SUBMITTED;2011-10-02T12:45:00+01:00;112
173916;A_PARTLYSUBMITTED;2011-10-02T12:45:00+01:00;112
173916;A_DECLINED;2011-10-03T06:19:00+01:00;10188
173919;A_SUBMITTED;2011-10-02T12:55:00+01:00;112
173919;A_PARTLYSUBMITTED;2011-10-02T12:55:11+01:00;112
173919;A_PREACCEPTED;2011-10-03T04:30:00+01:00;10889
173919;A_CANCELLED;2011-10-04T07:04:00+01:00;11202
173922;A_SUBMITTED;2011-10-02T12:56:00+01:00;112
173922;A_PARTLYSUBMITTED;2011-10-02T12:56:00+01:00;112
173922;A_DECLINED;2011-10-02T12:57:00+01:00;112
173925;A_SUBMITTED;2011-10-02T13:00:06+01:00;112
173925;A_PARTLYSUBMITTED;2011-10-02T13:00:00+01:00;112
173925;A_PREACCEPTED;2011-10-03T04:28:00+01:00;10889
173925;A_DECLINED;2011-10-03T07:23:00+01:00;11120
173928;A_SUBMITTED;2011-10-02T13:30:00+01:00;112
173928;A_PARTLYSUBMITTED;2011-10-02T13:30:00+01:00;112
173928;A_PREACCEPTED;2011-10-02T13:30:00+01:00;112
173928;A_ACCEPTED;2011-10-03T10:23:00+01:00;11180
173928;A_FINALIZED;2011-10-03T10:29:00+01:00;11180
173928;A_REGISTERED;2011-11-29T06:27:00+01:00;10972
173928;A_APPROVED;2011-11-29T06:27:00+01:00;10972
173928;A_ACTIVATED;2011-11-29T06:27:00+01:00;10972
173931;A_SUBMITTED;2011-10-02T14:27:00+01:00;112
173931;A_PARTLYSUBMITTED;2011-10-02T14:27:00+01:00;112
173931;A_DECLINED;2011-10-02T14:28:00+01:00;112
173934;A_SUBMITTED;2011-10-02T15:05:00+01:00;112
173934;A_PARTLYSUBMITTED;2011-10-02T15:05:00+01:00;112
173934;A_DECLINED;2011-10-03T04:29:00+01:00;10889
173937;A_SUBMITTED;2011-10-02T16:07:00+01:00;112
173937;A_PARTLYSUBMITTED;2011-10-02T16:07:00+01:00;112
173937;A_PREACCEPTED;2011-10-02T16:08:00+01:00;112
173937;A_CANCELLED;2011-11-02T06:15:00+01:00;112
173940;A_SUBMITTED;2011-10-02T16:08:00+01:00;112
173940;A_PARTLYSUBMITTED;2011-10-02T16:08:00+01:00;112
173940;A_PREACCEPTED;2011-10-02T16:08:00+01:00;112
173940;A_ACCEPTED;2011-10-03T13:48:00+01:00;11119
173940;A_FINALIZED;2011-10-03T13:51:00+01:00;11119
173940;A_APPROVED;2011-10-14T03:30:00+01:00;10138
173940;A_REGISTERED;2011-10-14T03:30:00+01:00;10138
173940;A_ACTIVATED;2011-10-14T03:30:00+01:00;10138
173943;A_SUBMITTED;2011-10-02T17:11:52+01:00;112
173943;A_PARTLYSUBMITTED;2011-10-02T17:11:00+01:00;112
173943;A_PREACCEPTED;2011-10-03T04:23:00+01:00;10889
173943;A_ACCEPTED;2011-10-03T15:03:00+01:00;10982
173943;A_FINALIZED;2011-10-03T15:05:38+01:00;10982
173943;A_CANCELLED;2011-11-03T06:15:32+01:00;112
173946;A_SUBMITTED;2011-10-02T17:51:00+01:00;112
173946;A_PARTLYSUBMITTED;2011-10-02T17:51:00+01:00;112
173946;A_PREACCEPTED;2011-10-02T17:51:00+01:00;112
173946;A_ACCEPTED;2011-10-03T05:47:00+01:00;11180
173946;A_FINALIZED;2011-10-03T05:53:00+01:00;11180
173946;A_CANCELLED;2011-11-03T06:15:00+01:00;112
173949;A_SUBMITTED;2011-10-02T18:12:00+01:00;112
173949;A_PARTLYSUBMITTED;2011-10-02T18:12:16+01:00;112
173949;A_PREACCEPTED;2011-10-03T04:21:00+01:00;10889
