Case ID;concept:name;Complete Timestamp;Resource;(case) AMOUNT_REQ
173724;A_PREACCEPTED;2011/10/01 07:20:54.061;10939;15000
173724;A_DECLINED;03.10.2011 10:48;11201;15000
173727;A_SUBMITTED;01.10.2011 07:08;112;10000
173727;A_PARTLYSUBMITTED;01.10.2011 07:08;112;10000
173727;A_DECLINED;01.10.2011 07:09;112;10000
173730;A_SUBMITTED;01.10.2011 07:36;112;15000
173730;A_PARTLYSUBMITTED;01.10.2011 07:36;112;15000
173730;A_PREACCEPTED;01.10.2011 07:36;112;15000
173730;A_ACCEPTED;01.10.2011 10:36;11203;15000
173730;A_FINALIZED;01.10.2011 10:40;11203;15000
173730;A_ACTIVATED;21.10.2011 05:08;10972;15000
173730;A_REGISTERED;21.10.2011 05:08;10972;15000
173730;A_APPROVED;21.10.2011 05:08;10972;15000
173733;A_SUBMITTED;2011/10/01 07:39:34.037;112;6000
173733;A_PARTLYSUBMITTED;01.10.2011 07:39;112;6000
173733;A_DECLINED;2011/10/01 09:54:53.037;10939;6000
173736;A_SUBMITTED;01.10.2011 08:01;112;15000
173736;A_PARTLYSUBMITTED;2011/10/01 08:01:59.052;112;15000
173736;A_PREACCEPTED;01.10.2011 08:02;112;15000
173736;A_ACCEPTED;01.10.2011 11:00;11203;15000
173736;A_FINALIZED;01.10.2011 11:05;11203;15000
173736;A_APPROVED;18.10.2011 08:01;10809;15000
173736;A_REGISTERED;18.10.2011 08:01;10809;15000
173736;A_ACTIVATED;18.10.2011 08:01;10809;15000
173739;A_SUBMITTED;01.10.2011 08:12;112;10000
173739;A_PARTLYSUBMITTED;01.10.2011 08:12;112;10000
173739;A_PREACCEPTED;01.10.2011 08:13;112;10000
173739;A_ACCEPTED;01.10.2011 10:54;11000;10000
173739;A_FINALIZED;01.10.2011 10:56;11000;10000
173739;A_REGISTERED;14.10.2011 11:22;10629;10000
173739;A_APPROVED;14.10.2011 11:22;10629;10000
173739;A_ACTIVATED;14.10.2011 11:22;10629;10000
173742;A_SUBMITTED;01.10.2011 08:44;112;6000
173742;A_PARTLYSUBMITTED;01.10.2011 08:44;112;6000
173742;A_PREACCEPTED;01.10.2011 09:56;10939;6000
173742;A_DECLINED;14.10.2011 10:52;11120;6000
173745;A_SUBMITTED;01.10.2011 09:08;112;2000
173745;A_PARTLYSUBMITTED;01.10.2011 09:08;112;2000
173745;A_PREACCEPTED;01.10.2011 10:21;10939;2000
173745;A_ACCEPTED;01.10.2011 10:55;11111;2000
173745;A_FINALIZED;01.10.2011 10:58;11111;2000
173745;A_CANCELLED;08.10.2011 07:45;11000;2000
173748;A_SUBMITTED;2011/10/01 09:09:16.088;112;5000
173748;A_PARTLYSUBMITTED;01.10.2011 09:09;112;5000
173748;A_PREACCEPTED;01.10.2011 10:24;10939;5000
173748;A_ACCEPTED;01.10.2011 11:33;11119;5000
173748;A_FINALIZED;01.10.2011 11:36;11119;5000
173748;A_DECLINED;03.10.2011 11:44;11001;5000
173751;A_SUBMITTED;01.10.2011 09:14;112;10000
173751;A_PARTLYSUBMITTED;01.10.2011 09:14;112;10000
173751;A_PREACCEPTED;01.10.2011 09:15;112;10000
173751;A_ACCEPTED;01.10.2011 11:43;11111;10000
173751;A_FINALIZED;01.10.2011 11:49;11111;10000
173751;A_REGISTERED;11.10.2011 05:39;10138;10000
173751;A_ACTIVATED;11.10.2011 05:39;10138;10000
173751;A_APPROVED;11.10.2011 05:39;10138;10000
173754;A_SUBMITTED;01.10.2011 09:50;112;20000
173754;A_PARTLYSUBMITTED;2011/10/01 09:50:11.084;112;20000
173754;A_PREACCEPTED;01.10.2011 09:50;112;20000
173754;A_DECLINED;14.10.2011 09:28;10809;20000
173757;A_SUBMITTED;01.10.2011 10:02;112;25000
173757;A_PARTLYSUBMITTED;01.10.2011 10:02;112;25000
173757;A_DECLINED;01.10.2011 10:03;112;25000
173760;A_SUBMITTED;01.10.2011 10:15;112;32000
173760;A_PARTLYSUBMITTED;01.10.2011 10:15;112;32000
173760;A_PREACCEPTED;2011/10/01 10:15:57.085;112;32000
173760;A_ACCEPTED;01.10.2011 10:56;11019;32000
173760;A_FINALIZED;01.10.2011 11:01;11019;32000
173760;A_APPROVED;14.10.2011 10:41;10972;32000
173760;A_ACTIVATED;14.10.2011 10:41;10972;32000
173760;A_REGISTERED;14.10.2011 10:41;10972;32000
173763;A_SUBMITTED;01.10.2011 11:09;112;4000
173763;A_PARTLYSUBMITTED;01.10.2011 11:09;112;4000
173763;A_DECLINED;01.10.2011 11:38;10939;4000
173766;A_SUBMITTED;01.10.2011 11:12;112;2000
173766;A_PARTLYSUBMITTED;01.10.2011 11:12;112;2000
173766;A_PREACCEPTED;2011/10/01 11:12:45.054;112;2000
173766;A_CANCELLED;06.10.2011 15:52;11180;2000
173769;A_SUBMITTED;01.10.2011 11:34;112;10000
173769;A_PARTLYSUBMITTED;01.10.2011 11:34;112;10000
173769;A_DECLINED;01.10.2011 11:35;112;10000
173772;A_SUBMITTED;01.10.2011 11:39;112;3000
173772;A_PARTLYSUBMITTED;01.10.2011 11:39;112;3000
173772;A_DECLINED;2011/10/01 11:40:31.075;112;3000
173775;A_SUBMITTED;2011/10/01 11:59:00.006;112;10000
173775;A_PARTLYSUBMITTED;01.10.2011 11:59;112;10000
173775;A_PREACCEPTED;01.10.2011 11:59;112;10000
173775;A_DECLINED;03.10.2011 05:38;10913;10000
173778;A_SUBMITTED;01.10.2011 12:49;112;10000
173778;A_PARTLYSUBMITTED;01.10.2011 12:49;112;10000
173778;A_DECLINED;03.10.2011 04:04;10971;10000
173781;A_SUBMITTED;01.10.2011 13:10;112;1500
173781;A_PARTLYSUBMITTED;01.10.2011 13:10;112;1500
173781;A_PREACCEPTED;01.10.2011 13:11;112;1500
173781;A_DECLINED;03.10.2011 04:24;11180;1500
173784;A_SUBMITTED;01.10.2011 14:05;112;5000
173784;A_PARTLYSUBMITTED;2011/10/01 14:05:57.032;112;5000
173784;A_PREACCEPTED;01.10.2011 14:06;112;5000
173784;A_ACCEPTED;04.10.2011 12:35;11122;5000
173784;A_FINALIZED;04.10.2011 12:37;11122;5000
173784;A_APPROVED;15.11.2011 09:50;10609;5000
173784;A_ACTIVATED;15.11.2011 09:50;10609;5000
173784;A_REGISTERED;15.11.2011 09:50;10609;5000
173787;A_SUBMITTED;01.10.2011 14:06;112;5000
173787;A_PARTLYSUBMITTED;01.10.2011 14:06;112;5000
173787;A_PREACCEPTED;01.10.2011 14:06;112;5000
173787;A_ACCEPTED;03.10.2011 04:27;11202;5000
173787;A_FINALIZED;03.10.2011 04:31;11202;5000
173787;A_CANCELLED;19.10.2011 14:51;11119;5000
173790;A_SUBMITTED;01.10.2011 14:14;112;5000
173790;A_PARTLYSUBMITTED;01.10.2011 14:14;112;5000
173790;A_PREACCEPTED;01.10.2011 14:14;112;5000
173790;A_ACCEPTED;03.10.2011 04:25;11120;5000
173790;A_FINALIZED;03.10.2011 04:26;11120;5000
173790;A_APPROVED;10.10.2011 09:22;10609;5000
173790;A_ACTIVATED;10.10.2011 09:22;10609;5000
173790;A_REGISTERED;10.10.2011 09:22;10609;5000
173793;A_SUBMITTED;01.10.2011 14:32;112;6000
173793;A_PARTLYSUBMITTED;01.10.2011 14:32;112;6000
173793;A_PREACCEPTED;01.10.2011 14:33;112;6000
173793;A_ACCEPTED;03.10.2011 09:50;11120;6000
173793;A_FINALIZED;03.10.2011 09:53;11120;6000
173793;A_REGISTERED;18.10.2011 07:25;10609;6000
173793;A_ACTIVATED;18.10.2011 07:25;10609;6000
173793;A_APPROVED;18.10.2011 07:25;10609;6000
173796;A_SUBMITTED;01.10.2011 15:19;112;15000
173796;A_PARTLYSUBMITTED;01.10.2011 15:19;112;15000
173796;A_PREACCEPTED;01.10.2011 15:19;112;15000
173796;A_ACCEPTED;03.10.2011 06:07;11001;15000
173796;A_FINALIZED;03.10.2011 06:15;11001;15000
173796;A_CANCELLED;10.10.2011 12:23;11201;15000
173799;A_SUBMITTED;01.10.2011 15:27;112;10000
173799;A_PARTLYSUBMITTED;01.10.2011 15:27;112;10000
173799;A_PREACCEPTED;01.10.2011 15:28;112;10000
173799;A_DECLINED;04.10.2011 13:30;11121;10000
173802;A_SUBMITTED;2011/10/01 15:35:21.093;112;25000
173802;A_PARTLYSUBMITTED;01.10.2011 15:35;112;25000
173802;A_DECLINED;03.10.2011 04:07;10971;25000
173805;A_SUBMITTED;01.10.2011 16:07;112;5000
173805;A_PARTLYSUBMITTED;01.10.2011 16:07;112;5000
173805;A_PREACCEPTED;01.10.2011 16:08;112;5000
173805;A_ACCEPTED;03.10.2011 04:50;11202;5000
173805;A_FINALIZED;03.10.2011 04:53;11202;5000
173805;A_CANCELLED;03.11.2011 06:15;112;5000
173808;A_SUBMITTED;01.10.2011 16:24;112;4000
173808;A_PARTLYSUBMITTED;2011/10/01 16:24:59.087;112;4000
173808;A_DECLINED;01.10.2011 16:25;112;4000
173811;A_SUBMITTED;01.10.2011 17:59;112;50000
173811;A_PARTLYSUBMITTED;01.10.2011 17:59;112;50000
173811;A_PREACCEPTED;2011/10/03 04:09:14.065;10971;50000
173811;A_ACCEPTED;03.10.2011 06:45;11180;50000
173811;A_FINALIZED;03.10.2011 06:47;11180;50000
173811;A_CANCELLED;03.11.2011 06:15;112;50000
173814;A_SUBMITTED;01.10.2011 18:01;112;14542
173814;A_PARTLYSUBMITTED;01.10.2011 18:01;112;14542
173814;A_PREACCEPTED;03.10.2011 04:10;10971;14542
173814;A_DECLINED;03.10.2011 06:15;11120;14542
173817;A_SUBMITTED;01.10.2011 19:57;112;7000
173817;A_PARTLYSUBMITTED;01.10.2011 19:57;112;7000
173817;A_PREACCEPTED;01.10.2011 19:58;112;7000
173817;A_ACCEPTED;03.10.2011 04:44;11180;7000
173817;A_FINALIZED;03.10.2011 04:52;11180;7000
173817;A_DECLINED;11.10.2011 04:15;10609;7000
173820;A_SUBMITTED;01.10.2011 20:39;112;7500
173820;A_PARTLYSUBMITTED;01.10.2011 20:39;112;7500
173820;A_DECLINED;01.10.2011 20:39;112;7500
173823;A_SUBMITTED;02.10.2011 04:23;112;15000
173823;A_PARTLYSUBMITTED;02.10.2011 04:23;112;15000
173823;A_PREACCEPTED;02.10.2011 04:24;112;15000
173823;A_ACCEPTED;03.10.2011 04:52;11120;15000
173823;A_FINALIZED;03.10.2011 04:57;11120;15000
173823;A_DECLINED;13.10.2011 04:36;10138;15000
173826;A_SUBMITTED;02.10.2011 04:39;112;13000
173826;A_PARTLYSUBMITTED;02.10.2011 04:39;112;13000
173826;A_PREACCEPTED;03.10.2011 04:44;11001;13000
173826;A_DECLINED;03.10.2011 09:39;10889;13000
173829;A_SUBMITTED;2011/10/02 04:54:34.096;112;5000
173829;A_PARTLYSUBMITTED;02.10.2011 04:54;112;5000
173829;A_PREACCEPTED;03.10.2011 04:37;10889;5000
173829;A_DECLINED;03.10.2011 04:38;10889;5000
173832;A_SUBMITTED;02.10.2011 04:54;112;10000
173832;A_PARTLYSUBMITTED;2011/10/02 04:54:40.096;112;10000
173832;A_DECLINED;02.10.2011 04:55;112;10000
173835;A_SUBMITTED;02.10.2011 05:20;112;10000
173835;A_PARTLYSUBMITTED;02.10.2011 05:20;112;10000
173835;A_PREACCEPTED;02.10.2011 05:21;112;10000
173835;A_ACCEPTED;2011/10/03 05:29:10.054;11180;10000
173835;A_FINALIZED;03.10.2011 05:35;11180;10000
173835;A_CANCELLED;18.10.2011 10:12;10861;10000
173838;A_SUBMITTED;02.10.2011 05:52;112;8000
173838;A_PARTLYSUBMITTED;02.10.2011 05:52;112;8000
173838;A_DECLINED;02.10.2011 05:53;112;8000
173841;A_SUBMITTED;02.10.2011 05:57;112;10000
173841;A_PARTLYSUBMITTED;02.10.2011 05:57;112;10000
173841;A_PREACCEPTED;02.10.2011 05:57;112;10000
173841;A_CANCELLED;04.10.2011 08:59;11001;10000
173844;A_SUBMITTED;02.10.2011 06:03;112;15500
173844;A_PARTLYSUBMITTED;02.10.2011 06:03;112;15500
173844;A_PREACCEPTED;02.10.2011 06:04;112;15500
173844;A_ACCEPTED;03.10.2011 08:15;11201;15500
173844;A_FINALIZED;03.10.2011 08:19;11201;15500
173844;A_APPROVED;11.10.2011 09:57;10629;15500
173844;A_REGISTERED;11.10.2011 09:57;10629;15500
173844;A_ACTIVATED;11.10.2011 09:57;10629;15500
173847;A_SUBMITTED;02.10.2011 06:26;112;5000
173847;A_PARTLYSUBMITTED;02.10.2011 06:26;112;5000
173847;A_PREACCEPTED;02.10.2011 06:27;112;5000
173847;A_ACCEPTED;03.10.2011 05:19;11202;5000
173847;A_FINALIZED;03.10.2011 05:22;11202;5000
173847;A_DECLINED;2011/10/12 05:52:11.073;10138;5000
173850;A_SUBMITTED;02.10.2011 06:30;112;6500
173850;A_PARTLYSUBMITTED;02.10.2011 06:30;112;6500
173850;A_DECLINED;2011/10/02 06:31:03.048;112;6500
173853;A_SUBMITTED;02.10.2011 06:33;112;7500
173853;A_PARTLYSUBMITTED;02.10.2011 06:33;112;7500
173853;A_DECLINED;02.10.2011 06:33;112;7500
173856;A_SUBMITTED;02.10.2011 06:45;112;12000
173856;A_PARTLYSUBMITTED;02.10.2011 06:45;112;12000
173856;A_DECLINED;03.10.2011 04:26;11001;12000
173859;A_SUBMITTED;02.10.2011 06:47;112;5000
173859;A_PARTLYSUBMITTED;02.10.2011 06:47;112;5000
173859;A_PREACCEPTED;03.10.2011 04:28;11001;5000
173859;A_ACCEPTED;03.10.2011 07:32;11120;5000
173859;A_FINALIZED;03.10.2011 07:37;11120;5000
173859;A_CANCELLED;10.10.2011 11:43;11120;5000
173862;A_SUBMITTED;02.10.2011 07:04;112;10000
173862;A_PARTLYSUBMITTED;02.10.2011 07:04;112;10000
173862;A_DECLINED;03.10.2011 04:30;11001;10000
173865;A_SUBMITTED;02.10.2011 07:17;112;5000
173865;A_PARTLYSUBMITTED;02.10.2011 07:17;112;5000
173865;A_DECLINED;02.10.2011 07:17;112;5000
173868;A_SUBMITTED;02.10.2011 07:24;112;5000
173868;A_PARTLYSUBMITTED;02.10.2011 07:24;112;5000
173868;A_PREACCEPTED;02.10.2011 07:25;112;5000
173868;A_ACCEPTED;03.10.2011 05:18;11180;5000
173868;A_FINALIZED;03.10.2011 05:21;11180;5000
173868;A_DECLINED;26.10.2011 04:07;10609;5000
173871;A_SUBMITTED;02.10.2011 08:05;112;15500
173871;A_PARTLYSUBMITTED;2011/10/02 08:05:36.034;112;15500
173871;A_PREACCEPTED;2011/10/02 08:06:18.014;112;15500
173871;A_ACCEPTED;04.10.2011 14:39;10909;15500
173871;A_FINALIZED;04.10.2011 14:40;10909;15500
173871;A_DECLINED;14.10.2011 05:05;10138;15500
173874;A_SUBMITTED;02.10.2011 08:10;112;12500
173874;A_PARTLYSUBMITTED;02.10.2011 08:10;112;12500
173874;A_DECLINED;02.10.2011 08:10;112;12500
173877;A_SUBMITTED;02.10.2011 08:21;112;29387
173877;A_PARTLYSUBMITTED;02.10.2011 08:21;112;29387
173877;A_DECLINED;02.10.2011 08:22;112;29387
173880;A_SUBMITTED;02.10.2011 08:24;112;50000
173880;A_PARTLYSUBMITTED;02.10.2011 08:24;112;50000
173880;A_PREACCEPTED;03.10.2011 04:31;11001;50000
173880;A_ACCEPTED;03.10.2011 08:58;11201;50000
173880;A_FINALIZED;03.10.2011 09:00;11201;50000
173880;A_APPROVED;04.11.2011 10:09;10138;50000
173880;A_REGISTERED;04.11.2011 10:09;10138;50000
173880;A_ACTIVATED;04.11.2011 10:09;10138;50000
173883;A_SUBMITTED;02.10.2011 08:46;112;2500
173883;A_PARTLYSUBMITTED;2011/10/02 08:46:36.033;112;2500
173883;A_DECLINED;2011/10/02 08:46:38.055;112;2500
173886;A_SUBMITTED;02.10.2011 08:52;112;3000
173886;A_PARTLYSUBMITTED;02.10.2011 08:52;112;3000
173886;A_DECLINED;02.10.2011 08:53;112;3000
173889;A_SUBMITTED;2011/10/02 09:42:12.094;112;7500
173889;A_PARTLYSUBMITTED;2011/10/02 09:42:14.078;112;7500
173889;A_DECLINED;03.10.2011 04:36;11001;7500
173892;A_SUBMITTED;02.10.2011 09:53;112;15000
173892;A_PARTLYSUBMITTED;02.10.2011 09:53;112;15000
173892;A_DECLINED;02.10.2011 09:54;112;15000
173895;A_SUBMITTED;2011/10/02 11:03:10.035;112;5500
173895;A_PARTLYSUBMITTED;02.10.2011 11:03;112;5500
173895;A_DECLINED;02.10.2011 11:03;112;5500
173898;A_SUBMITTED;02.10.2011 11:05;112;7000
173898;A_PARTLYSUBMITTED;2011/10/02 11:05:40.009;112;7000
173898;A_PREACCEPTED;03.10.2011 04:37;10889;7000
173898;A_ACCEPTED;03.10.2011 11:50;10889;7000
173898;A_FINALIZED;03.10.2011 11:51;10889;7000
173898;A_CANCELLED;13.10.2011 15:00;11201;7000
173901;A_SUBMITTED;02.10.2011 11:12;112;5750
173901;A_PARTLYSUBMITTED;02.10.2011 11:12;112;5750
173901;A_DECLINED;03.10.2011 04:33;10889;5750
173904;A_SUBMITTED;02.10.2011 11:52;112;5000
173904;A_PARTLYSUBMITTED;02.10.2011 11:52;112;5000
173904;A_DECLINED;03.10.2011 04:35;10889;5000
173907;A_SUBMITTED;2011/10/02 11:53:33.000;112;5000
173907;A_PARTLYSUBMITTED;02.10.2011 11:53;112;5000
173907;A_DECLINED;02.10.2011 11:54;112;5000
173910;A_SUBMITTED;02.10.2011 12:17;112;4000
173910;A_PARTLYSUBMITTED;02.10.2011 12:17;112;4000
173910;A_DECLINED;02.10.2011 12:18;112;4000
173913;A_SUBMITTED;2011/10/02 12:18:05.023;112;5500
173913;A_PARTLYSUBMITTED;02.10.2011 12:18;112;5500
173913;A_PREACCEPTED;2011/10/02 12:18:41.088;112;5500
173913;A_ACCEPTED;03.10.2011 05:33;11202;5500
173913;A_FINALIZED;03.10.2011 05:43;11202;5500
173913;A_ACTIVATED;12.10.2011 11:00;10809;5500
173913;A_APPROVED;12.10.2011 11:00;10809;5500
173913;A_REGISTERED;12.10.2011 11:00;10809;5500
173916;A_SUBMITTED;02.10.2011 12:45;112;2500
173916;A_PARTLYSUBMITTED;02.10.2011 12:45;112;2500
173916;A_DECLINED;03.10.2011 06:19;10188;2500
173919;A_SUBMITTED;02.10.2011 12:55;112;4000
173919;A_PARTLYSUBMITTED;2011/10/02 12:55:11.029;112;4000
173919;A_PREACCEPTED;03.10.2011 04:30;10889;4000
173919;A_CANCELLED;04.10.2011 07:04;11202;4000
173922;A_SUBMITTED;02.10.2011 12:56;112;15000
173922;A_PARTLYSUBMITTED;02.10.2011 12:56;112;15000
173922;A_DECLINED;02.10.2011 12:57;112;15000
173925;A_SUBMITTED;2011/10/02 13:00:06.036;112;5000
173925;A_PARTLYSUBMITTED;02.10.2011 13:00;112;5000
173925;A_PREACCEPTED;03.10.2011 04:28;10889;5000
173925;A_DECLINED;03.10.2011 07:23;11120;5000
173928;A_SUBMITTED;02.10.2011 13:30;112;33000
173928;A_PARTLYSUBMITTED;02.10.2011 13:30;112;33000
173928;A_PREACCEPTED;02.10.2011 13:30;112;33000
173928;A_ACCEPTED;03.10.2011 10:23;11180;33000
173928;A_FINALIZED;03.10.2011 10:29;11180;33000
173928;A_REGISTERED;29.11.2011 06:27;10972;33000
173928;A_APPROVED;29.11.2011 06:27;10972;33000
173928;A_ACTIVATED;29.11.2011 06:27;10972;33000
173931;A_SUBMITTED;02.10.2011 14:27;112;8000
173931;A_PARTLYSUBMITTED;02.10.2011 14:27;112;8000
173931;A_DECLINED;02.10.2011 14:28;112;8000
173934;A_SUBMITTED;02.10.2011 15:05;112;15000
173934;A_PARTLYSUBMITTED;02.10.2011 15:05;112;15000
173934;A_DECLINED;03.10.2011 04:29;10889;15000
173937;A_SUBMITTED;02.10.2011 16:07;112;6000
173937;A_PARTLYSUBMITTED;02.10.2011 16:07;112;6000
173937;A_PREACCEPTED;02.10.2011 16:08;112;6000
173937;A_CANCELLED;02.11.2011 06:15;112;6000
173940;A_SUBMITTED;02.10.2011 16:08;112;7000
173940;A_PARTLYSUBMITTED;02.10.2011 16:08;112;7000
173940;A_PREACCEPTED;02.10.2011 16:08;112;7000
173940;A_ACCEPTED;03.10.2011 13:48;11119;7000
173940;A_FINALIZED;03.10.2011 13:51;11119;7000
173940;A_APPROVED;14.10.2011 03:30;10138;7000
173940;A_REGISTERED;14.10.2011 03:30;10138;7000
173940;A_ACTIVATED;14.10.2011 03:30;10138;7000
173943;A_SUBMITTED;2011/10/02 17:11:52.060;112;7493
173943;A_PARTLYSUBMITTED;02.10.2011 17:11;112;7493
173943;A_PREACCEPTED;03.10.2011 04:23;10889;7493
173943;A_ACCEPTED;03.10.2011 15:03;10982;7493
173943;A_FINALIZED;2011/10/03 15:05:38.014;10982;7493
173943;A_CANCELLED;2011/11/03 06:15:32.067;112;7493
173946;A_SUBMITTED;02.10.2011 17:51;112;8000
173946;A_PARTLYSUBMITTED;02.10.2011 17:51;112;8000
173946;A_PREACCEPTED;02.10.2011 17:51;112;8000
173946;A_ACCEPTED;03.10.2011 05:47;11180;8000
173946;A_FINALIZED;03.10.2011 05:53;11180;8000
173946;A_CANCELLED;03.11.2011 06:15;112;8000
173949;A_SUBMITTED;02.10.2011 18:12;112;50000
173949;A_PARTLYSUBMITTED;2011/10/02 18:12:16.091;112;50000
173949;A_PREACCEPTED;03.10.2011 04:21;10889;50000
173949;A_ACCEPTED;04.10.2011 07:21;11169;50000
173949;A_FINALIZED;04.10.2011 07:24;11169;50000
173949;A_DECLINED;31.10.2011 11:33;10629;50000
173952;A_SUBMITTED;02.10.2011 18:13;112;5000
173952;A_PARTLYSUBMITTED;2011/10/02 18:13:40.039;112;5000
173952;A_DECLINED;02.10.2011 18:14;112;5000
173955;A_SUBMITTED;02.10.2011 18:15;112;10000
173955;A_PARTLYSUBMITTED;02.10.2011 18:15;112;10000
173955;A_PREACCEPTED;02.10.2011 18:16;112;10000
173955;A_ACCEPTED;04.10.2011 04:19;10971;10000
173955;A_FINALIZED;04.10.2011 04:20;10971;10000
173955;A_APPROVED;29.11.2011 12:05;10972;10000
173955;A_REGISTERED;29.11.2011 12:05;10972;10000
173955;A_ACTIVATED;29.11.2011 12:05;10972;10000
173958;A_SUBMITTED;02.10.2011 18:18;112;12500
173958;A_PARTLYSUBMITTED;02.10.2011 18:18;112;12500
173958;A_PREACCEPTED;02.10.2011 18:19;112;12500
173958;A_CANCELLED;02.11.2011 06:15;112;12500
173961;A_SUBMITTED;02.10.2011 18:19;112;25000
173961;A_PARTLYSUBMITTED;2011/10/02 18:19:51.019;112;25000
173961;A_DECLINED;2011/10/03 04:22:20.089;10889;25000
173964;A_SUBMITTED;02.10.2011 18:43;112;60000
173964;A_PARTLYSUBMITTED;02.10.2011 18:43;112;60000
173964;A_PREACCEPTED;03.10.2011 04:19;10889;60000
173964;A_CANCELLED;03.10.2011 06:33;11120;60000
173979;A_SUBMITTED;03.10.2011 03:09;112;30000
173979;A_PARTLYSUBMITTED;03.10.2011 03:10;112;30000
173979;A_PREACCEPTED;03.10.2011 03:10;112;30000
173979;A_ACCEPTED;03.10.2011 06:31;10913;30000
173979;A_FINALIZED;03.10.2011 06:35;10913;30000
173979;A_APPROVED;11.10.2011 09:01;10972;30000
173979;A_ACTIVATED;11.10.2011 09:01;10972;30000
173979;A_REGISTERED;11.10.2011 09:01;10972;30000
173982;A_SUBMITTED;03.10.2011 04:30;112;8000
173982;A_PARTLYSUBMITTED;03.10.2011 04:30;112;8000
